player,score
"['Trang9PM_1905', 'agent_Hieu_val', 'agent_HungThom', 'phi']","[16, 12, 8, 8]"
"['agent_Hieu_val', 'Trangold', 'agent_HungThom', 'phi']","[16, 10, 8, 8]"
"['agent_Hieu_val', 'phi', 'agent_HungThom', 'Viet_Anh']","[15, 10, 7, 6]"
"['agent_Hieu_val', 'Trang9PM_1905', 'agent_HungThom', 'Trangold']","[16, 14, 12, 10]"
"['agent_Hieu_val', 'Viet_Anh', 'agent_HungThom', 'Trang9PM_1905']","[16, 13, 12, 5]"
"['agent_Hieu_val', 'Trangold', 'Viet_Anh', 'agent_HungThom']","[15, 15, 13, 8]"
"['agent_MA', 'agent_NA', 'agent_Khanh', 'agent_Hieu_val']","[17, 11, 10, 9]"
"['agent_NhatMinh', 'agent_Hieu_val', 'agent_Khanh', 'agent_MA']","[17, 12, 6, 5]"
"['agent_Hieu_val', 'agent_Phong', 'agent_Khanh', 'agent_MA']","[15, 11, 10, 10]"
"['agent_Hieu_val', 'agent_MA', 'agent_Khanh', 'agent_random']","[15, 11, 10, 1]"
"['agent_MA', 'agent_Thu_Trang', 'agent_Hieu_val', 'agent_Khanh']","[15, 7, 5, 3]"
"['agent_Hieu_val', 'agent_TongMinh', 'agent_MA', 'agent_Khanh']","[15, 15, 12, 7]"
"['agent_Khanh', 'agent_MA', 'agent_Hieu_val', 'agent_xung']","[16, 12, 5, 3]"
"['agent_Hieu_val', 'Dat', 'agent_MA', 'agent_Khanh']","[18, 11, 9, 6]"
"['agent_Hieu_val', 'agent_MA', 'agent_Khanh', 'longlee']","[17, 9, 7, 6]"
"['agent_MA', 'agent_Hieu_val', 'agent_Khanh', 'phi']","[16, 11, 6, 6]"
"['Trang9PM_1905', 'agent_MA', 'agent_Hieu_val', 'agent_Khanh']","[16, 11, 8, 0]"
"['Trangold', 'agent_Hieu_val', 'agent_MA', 'agent_Khanh']","[17, 13, 9, 5]"
"['agent_Khanh', 'agent_Hieu_val', 'agent_MA', 'Viet_Anh']","[18, 13, 13, 11]"
"['agent_NA', 'agent_NhatMinh', 'agent_Hieu_val', 'agent_Khanh']","[16, 8, 3, 3]"
"['agent_Hieu_val', 'agent_NA', 'agent_Phong', 'agent_Khanh']","[16, 12, 9, 0]"
"['agent_Hieu_val', 'agent_NA', 'agent_Khanh', 'agent_random']","[20, 16, 14, 4]"
"['agent_Hieu_val', 'agent_NA', 'agent_Thu_Trang', 'agent_Khanh']","[15, 12, 11, 0]"
"['agent_Hieu_val', 'agent_NA', 'agent_TongMinh', 'agent_Khanh']","[15, 15, 14, 11]"
"['agent_Hieu_val', 'agent_NA', 'agent_Khanh', 'agent_xung']","[15, 13, 10, 4]"
"['agent_Hieu_val', 'agent_NA', 'agent_Khanh', 'Dat']","[15, 15, 9, 5]"
"['agent_Hieu_val', 'agent_NA', 'agent_Khanh', 'longlee']","[20, 11, 3, 2]"
"['agent_NA', 'agent_Hieu_val', 'phi', 'agent_Khanh']","[16, 3, 2, 1]"
"['agent_Hieu_val', 'agent_NA', 'agent_Khanh', 'Trang9PM_1905']","[15, 13, 10, 6]"
"['agent_Hieu_val', 'agent_NA', 'Trangold', 'agent_Khanh']","[16, 13, 12, 8]"
"['agent_Hieu_val', 'Viet_Anh', 'agent_NA', 'agent_Khanh']","[17, 16, 13, 8]"
"['agent_NhatMinh', 'agent_Khanh', 'agent_Phong', 'agent_Hieu_val']","[15, 12, 12, 11]"
"['agent_NhatMinh', 'agent_Hieu_val', 'agent_random', 'agent_Khanh']","[15, 12, 3, 2]"
"['agent_NhatMinh', 'agent_Hieu_val', 'agent_Thu_Trang', 'agent_Khanh']","[17, 12, 8, 6]"
"['agent_NhatMinh', 'agent_TongMinh', 'agent_Hieu_val', 'agent_Khanh']","[16, 15, 13, 7]"
"['agent_Hieu_val', 'agent_Khanh', 'agent_NhatMinh', 'agent_xung']","[15, 12, 10, 8]"
"['agent_NhatMinh', 'agent_Hieu_val', 'Dat', 'agent_Khanh']","[19, 16, 7, 5]"
"['agent_Hieu_val', 'agent_NhatMinh', 'longlee', 'agent_Khanh']","[16, 11, 9, 3]"
"['agent_NhatMinh', 'agent_Khanh', 'phi', 'agent_Hieu_val']","[16, 8, 8, 7]"
"['agent_NhatMinh', 'Trang9PM_1905', 'agent_Hieu_val', 'agent_Khanh']","[17, 8, 7, 6]"
"['agent_NhatMinh', 'agent_Hieu_val', 'Trangold', 'agent_Khanh']","[17, 14, 9, 7]"
"['agent_NhatMinh', 'agent_Hieu_val', 'Viet_Anh', 'agent_Khanh']","[17, 14, 5, 3]"
"['agent_Hieu_val', 'agent_Phong', 'agent_Khanh', 'agent_random']","[18, 12, 3, 1]"
"['agent_Khanh', 'agent_Phong', 'agent_Thu_Trang', 'agent_Hieu_val']","[15, 13, 8, 5]"
"['agent_TongMinh', 'agent_Hieu_val', 'agent_Phong', 'agent_Khanh']","[17, 12, 11, 6]"
"['agent_Hieu_val', 'agent_Phong', 'agent_xung', 'agent_Khanh']","[18, 11, 5, 2]"
"['agent_Hieu_val', 'agent_Phong', 'Dat', 'agent_Khanh']","[18, 9, 5, 3]"
"['agent_Hieu_val', 'agent_Phong', 'longlee', 'agent_Khanh']","[15, 10, 5, 1]"
"['agent_Hieu_val', 'agent_Phong', 'agent_Khanh', 'phi']","[17, 13, 10, 8]"
"['agent_Phong', 'agent_Khanh', 'Trang9PM_1905', 'agent_Hieu_val']","[15, 9, 8, 6]"
"['agent_Hieu_val', 'agent_Phong', 'Trangold', 'agent_Khanh']","[17, 11, 11, 10]"
"['agent_Hieu_val', 'agent_Phong', 'Viet_Anh', 'agent_Khanh']","[16, 10, 6, 1]"
"['agent_Hieu_val', 'agent_Thu_Trang', 'agent_Khanh', 'agent_random']","[15, 3, 2, 1]"
"['agent_Hieu_val', 'agent_TongMinh', 'agent_Khanh', 'agent_random']","[16, 13, 4, 1]"
"['agent_xung', 'agent_Hieu_val', 'agent_Khanh', 'agent_random']","[16, 12, 4, 4]"
"['agent_Hieu_val', 'agent_Khanh', 'Dat', 'agent_random']","[15, 12, 5, 2]"
"['longlee', 'agent_Khanh', 'agent_Hieu_val', 'agent_random']","[15, 14, 10, 0]"
"['agent_Hieu_val', 'agent_Khanh', 'phi', 'agent_random']","[15, 11, 9, 2]"
"['agent_Hieu_val', 'Trang9PM_1905', 'agent_random', 'agent_Khanh']","[18, 11, 4, 2]"
"['agent_Hieu_val', 'agent_Khanh', 'Trangold', 'agent_random']","[15, 13, 6, 3]"
"['agent_Hieu_val', 'agent_Khanh', 'Viet_Anh', 'agent_random']","[19, 12, 8, 5]"
"['agent_Hieu_val', 'agent_Thu_Trang', 'agent_TongMinh', 'agent_Khanh']","[16, 12, 8, 6]"
"['agent_Khanh', 'agent_Thu_Trang', 'agent_Hieu_val', 'agent_xung']","[16, 16, 14, 12]"
"['agent_Hieu_val', 'Dat', 'agent_Khanh', 'agent_Thu_Trang']","[15, 13, 12, 9]"
"['longlee', 'agent_Thu_Trang', 'agent_Khanh', 'agent_Hieu_val']","[19, 14, 12, 7]"
"['phi', 'agent_Hieu_val', 'agent_Thu_Trang', 'agent_Khanh']","[16, 14, 10, 8]"
"['agent_Hieu_val', 'agent_Thu_Trang', 'Trang9PM_1905', 'agent_Khanh']","[16, 12, 8, 6]"
"['agent_Hieu_val', 'agent_Thu_Trang', 'Trangold', 'agent_Khanh']","[15, 9, 9, 3]"
"['agent_Thu_Trang', 'agent_Hieu_val', 'Viet_Anh', 'agent_Khanh']","[16, 15, 12, 8]"
"['agent_Hieu_val', 'agent_xung', 'agent_TongMinh', 'agent_Khanh']","[15, 15, 12, 2]"
"['Dat', 'agent_TongMinh', 'agent_Khanh', 'agent_Hieu_val']","[16, 9, 5, 4]"
"['agent_TongMinh', 'agent_Hieu_val', 'agent_Khanh', 'longlee']","[16, 14, 5, 3]"
"['agent_Hieu_val', 'agent_TongMinh', 'agent_Khanh', 'phi']","[16, 9, 8, 5]"
"['agent_Hieu_val', 'Trang9PM_1905', 'agent_TongMinh', 'agent_Khanh']","[16, 14, 12, 6]"
"['agent_Hieu_val', 'Trangold', 'agent_Khanh', 'agent_TongMinh']","[15, 9, 7, 6]"
"['Viet_Anh', 'agent_TongMinh', 'agent_Hieu_val', 'agent_Khanh']","[18, 7, 6, 5]"
"['agent_Hieu_val', 'agent_xung', 'agent_Khanh', 'Dat']","[16, 13, 12, 6]"
"['agent_Hieu_val', 'agent_Khanh', 'agent_xung', 'longlee']","[15, 7, 4, 4]"
"['agent_Khanh', 'phi', 'agent_Hieu_val', 'agent_xung']","[15, 15, 13, 5]"
"['agent_Khanh', 'Trang9PM_1905', 'agent_xung', 'agent_Hieu_val']","[16, 12, 11, 9]"
"['agent_Hieu_val', 'agent_xung', 'Trangold', 'agent_Khanh']","[15, 10, 8, 6]"
"['agent_Hieu_val', 'agent_xung', 'agent_Khanh', 'Viet_Anh']","[16, 9, 5, 5]"
"['agent_Hieu_val', 'Dat', 'agent_Khanh', 'longlee']","[15, 10, 8, 3]"
"['phi', 'agent_Hieu_val', 'agent_Khanh', 'Dat']","[17, 11, 9, 9]"
"['agent_Khanh', 'Trang9PM_1905', 'agent_Hieu_val', 'Dat']","[18, 15, 11, 10]"
"['Trangold', 'agent_Hieu_val', 'Dat', 'agent_Khanh']","[17, 13, 10, 7]"
"['Viet_Anh', 'agent_Khanh', 'agent_Hieu_val', 'Dat']","[17, 12, 8, 6]"
"['longlee', 'phi', 'agent_Khanh', 'agent_Hieu_val']","[16, 11, 10, 9]"
"['agent_Hieu_val', 'agent_Khanh', 'Trang9PM_1905', 'longlee']","[15, 6, 6, 1]"
"['agent_Hieu_val', 'agent_Khanh', 'Trangold', 'longlee']","[17, 14, 14, 1]"
"['longlee', 'agent_Hieu_val', 'Viet_Anh', 'agent_Khanh']","[16, 15, 14, 6]"
"['agent_Hieu_val', 'agent_Khanh', 'phi', 'Trang9PM_1905']","[15, 14, 13, 4]"
"['agent_Hieu_val', 'Trangold', 'phi', 'agent_Khanh']","[15, 13, 12, 5]"
"['phi', 'agent_Hieu_val', 'agent_Khanh', 'Viet_Anh']","[18, 12, 9, 8]"
"['Trang9PM_1905', 'agent_Hieu_val', 'Trangold', 'agent_Khanh']","[16, 4, 4, 2]"
"['agent_Khanh', 'Trang9PM_1905', 'Viet_Anh', 'agent_Hieu_val']","[15, 14, 12, 8]"
"['Trangold', 'agent_Hieu_val', 'Viet_Anh', 'agent_Khanh']","[17, 10, 3, 1]"
"['agent_Hieu_val', 'agent_NA', 'agent_NhatMinh', 'agent_MA']","[16, 11, 7, 6]"
"['agent_NA', 'agent_MA', 'agent_Phong', 'agent_Hieu_val']","[20, 15, 10, 3]"
"['agent_Hieu_val', 'agent_MA', 'agent_NA', 'agent_random']","[18, 11, 10, 0]"
"['agent_Hieu_val', 'agent_MA', 'agent_NA', 'agent_Thu_Trang']","[16, 14, 14, 4]"
"['agent_Hieu_val', 'agent_NA', 'agent_MA', 'agent_TongMinh']","[15, 13, 11, 11]"
"['agent_MA', 'agent_NA', 'agent_Hieu_val', 'agent_xung']","[15, 12, 5, 0]"
"['agent_NA', 'agent_Hieu_val', 'agent_MA', 'Dat']","[15, 11, 6, 2]"
"['agent_Hieu_val', 'agent_NA', 'agent_MA', 'longlee']","[20, 14, 10, 6]"
"['agent_NA', 'phi', 'agent_Hieu_val', 'agent_MA']","[15, 13, 9, 8]"
"['Trang9PM_1905', 'agent_MA', 'agent_Hieu_val', 'agent_NA']","[16, 7, 6, 6]"
"['Trangold', 'agent_NA', 'agent_MA', 'agent_Hieu_val']","[18, 12, 11, 6]"
"['agent_NA', 'agent_MA', 'Viet_Anh', 'agent_Hieu_val']","[15, 12, 8, 5]"
"['agent_MA', 'agent_Hieu_val', 'agent_Phong', 'agent_NhatMinh']","[16, 14, 12, 11]"
"['agent_MA', 'agent_Hieu_val', 'agent_random', 'agent_NhatMinh']","[15, 10, 5, 4]"
"['agent_Hieu_val', 'agent_NhatMinh', 'agent_Thu_Trang', 'agent_MA']","[15, 11, 10, 8]"
"['agent_NhatMinh', 'agent_MA', 'agent_TongMinh', 'agent_Hieu_val']","[17, 9, 5, 3]"
"['agent_NhatMinh', 'agent_Hieu_val', 'agent_MA', 'agent_xung']","[20, 13, 9, 1]"
"['agent_NhatMinh', 'agent_MA', 'agent_Hieu_val', 'Dat']","[17, 12, 11, 5]"
"['agent_NhatMinh', 'agent_MA', 'longlee', 'agent_Hieu_val']","[15, 13, 12, 5]"
"['agent_MA', 'phi', 'agent_NhatMinh', 'agent_Hieu_val']","[15, 15, 7, 5]"
"['agent_NhatMinh', 'agent_Hieu_val', 'Trang9PM_1905', 'agent_MA']","[17, 12, 12, 11]"
"['agent_NhatMinh', 'agent_Hieu_val', 'agent_MA', 'Trangold']","[15, 14, 7, 7]"
"['agent_Hieu_val', 'Viet_Anh', 'agent_NhatMinh', 'agent_MA']","[18, 15, 13, 9]"
"['agent_Hieu_val', 'agent_Phong', 'agent_MA', 'agent_random']","[18, 16, 8, 5]"
"['agent_Thu_Trang', 'agent_Phong', 'agent_MA', 'agent_Hieu_val']","[18, 16, 14, 11]"
"['agent_Hieu_val', 'agent_MA', 'agent_TongMinh', 'agent_Phong']","[18, 15, 14, 11]"
"['agent_Hieu_val', 'agent_MA', 'agent_Phong', 'agent_xung']","[18, 13, 7, 0]"
"['Dat', 'agent_MA', 'agent_Phong', 'agent_Hieu_val']","[15, 14, 12, 9]"
"['agent_Hieu_val', 'agent_Phong', 'agent_MA', 'longlee']","[16, 9, 8, 2]"
"['agent_MA', 'agent_Hieu_val', 'phi', 'agent_Phong']","[16, 14, 14, 13]"
"['Trang9PM_1905', 'agent_Phong', 'agent_MA', 'agent_Hieu_val']","[15, 11, 8, 5]"
"['agent_Hieu_val', 'Trangold', 'agent_MA', 'agent_Phong']","[16, 15, 14, 13]"
"['agent_MA', 'agent_Hieu_val', 'agent_Phong', 'Viet_Anh']","[17, 16, 14, 7]"
"['agent_Hieu_val', 'agent_Thu_Trang', 'agent_MA', 'agent_random']","[17, 16, 14, 1]"
"['agent_TongMinh', 'agent_MA', 'agent_Hieu_val', 'agent_random']","[15, 10, 7, 7]"
"['agent_MA', 'agent_xung', 'agent_Hieu_val', 'agent_random']","[17, 17, 14, 4]"
"['agent_Hieu_val', 'agent_MA', 'agent_random', 'Dat']","[15, 14, 1, 1]"
"['agent_Hieu_val', 'agent_MA', 'longlee', 'agent_random']","[15, 5, 4, 3]"
"['agent_MA', 'agent_Hieu_val', 'agent_random', 'phi']","[15, 6, 3, 2]"
"['agent_Hieu_val', 'agent_MA', 'Trang9PM_1905', 'agent_random']","[19, 11, 10, 4]"
"['agent_Hieu_val', 'agent_MA', 'Trangold', 'agent_random']","[18, 14, 7, 4]"
"['agent_Hieu_val', 'Viet_Anh', 'agent_MA', 'agent_random']","[16, 9, 8, 6]"
"['agent_TongMinh', 'agent_Hieu_val', 'agent_Thu_Trang', 'agent_MA']","[15, 12, 10, 8]"
"['agent_Hieu_val', 'agent_Thu_Trang', 'agent_MA', 'agent_xung']","[17, 12, 10, 10]"
"['agent_Hieu_val', 'agent_Thu_Trang', 'agent_MA', 'Dat']","[15, 11, 10, 10]"
"['agent_MA', 'agent_Hieu_val', 'agent_Thu_Trang', 'longlee']","[16, 13, 13, 5]"
"['agent_MA', 'agent_Thu_Trang', 'agent_Hieu_val', 'phi']","[16, 8, 5, 1]"
"['agent_MA', 'Trang9PM_1905', 'agent_Thu_Trang', 'agent_Hieu_val']","[15, 14, 12, 10]"
"['Trangold', 'agent_Thu_Trang', 'agent_Hieu_val', 'agent_MA']","[17, 11, 10, 8]"
"['agent_Hieu_val', 'agent_MA', 'agent_Thu_Trang', 'Viet_Anh']","[16, 8, 8, 1]"
"['agent_TongMinh', 'agent_MA', 'agent_Hieu_val', 'agent_xung']","[15, 10, 8, 7]"
"['agent_TongMinh', 'agent_MA', 'agent_Hieu_val', 'Dat']","[16, 10, 6, 2]"
"['agent_TongMinh', 'agent_Hieu_val', 'agent_MA', 'longlee']","[16, 14, 6, 3]"
"['phi', 'agent_MA', 'agent_TongMinh', 'agent_Hieu_val']","[16, 13, 13, 6]"
"['agent_Hieu_val', 'agent_TongMinh', 'agent_MA', 'Trang9PM_1905']","[17, 17, 11, 11]"
"['agent_TongMinh', 'agent_MA', 'agent_Hieu_val', 'Trangold']","[17, 12, 5, 3]"
"['agent_Hieu_val', 'agent_MA', 'agent_TongMinh', 'Viet_Anh']","[15, 11, 8, 7]"
"['agent_Hieu_val', 'agent_MA', 'agent_xung', 'Dat']","[16, 7, 7, 1]"
"['agent_Hieu_val', 'longlee', 'agent_MA', 'agent_xung']","[15, 14, 8, 8]"
"['agent_MA', 'agent_Hieu_val', 'phi', 'agent_xung']","[16, 8, 5, 1]"
"['Trang9PM_1905', 'agent_xung', 'agent_Hieu_val', 'agent_MA']","[15, 12, 11, 6]"
"['Trangold', 'agent_MA', 'agent_xung', 'agent_Hieu_val']","[16, 13, 7, 5]"
"['agent_Hieu_val', 'agent_MA', 'Viet_Anh', 'agent_xung']","[15, 12, 8, 5]"
"['agent_Hieu_val', 'agent_MA', 'Dat', 'longlee']","[16, 9, 4, 3]"
"['agent_MA', 'agent_Hieu_val', 'Dat', 'phi']","[15, 13, 2, 2]"
"['Dat', 'Trang9PM_1905', 'agent_MA', 'agent_Hieu_val']","[16, 14, 12, 10]"
"['Trangold', 'agent_MA', 'agent_Hieu_val', 'Dat']","[15, 14, 10, 7]"
"['Viet_Anh', 'agent_MA', 'agent_Hieu_val', 'Dat']","[16, 12, 11, 9]"
"['agent_Hieu_val', 'agent_MA', 'longlee', 'phi']","[18, 12, 10, 4]"
"['agent_MA', 'Trang9PM_1905', 'agent_Hieu_val', 'longlee']","[15, 8, 6, 0]"
"['Trangold', 'longlee', 'agent_MA', 'agent_Hieu_val']","[18, 15, 13, 11]"
"['Viet_Anh', 'agent_MA', 'longlee', 'agent_Hieu_val']","[17, 13, 11, 10]"
"['Trang9PM_1905', 'agent_Hieu_val', 'phi', 'agent_MA']","[15, 12, 8, 7]"
"['agent_Hieu_val', 'Trangold', 'agent_MA', 'phi']","[15, 15, 11, 11]"
"['agent_Hieu_val', 'Viet_Anh', 'phi', 'agent_MA']","[15, 12, 11, 9]"
"['Trangold', 'agent_MA', 'Trang9PM_1905', 'agent_Hieu_val']","[15, 13, 13, 9]"
"['agent_Hieu_val', 'Trang9PM_1905', 'agent_MA', 'Viet_Anh']","[16, 14, 12, 9]"
"['Trangold', 'agent_MA', 'agent_Hieu_val', 'Viet_Anh']","[15, 12, 11, 8]"
"['agent_Hieu_val', 'agent_NA', 'agent_Phong', 'agent_NhatMinh']","[16, 14, 13, 11]"
"['agent_NhatMinh', 'agent_Hieu_val', 'agent_NA', 'agent_random']","[18, 13, 7, 1]"
"['agent_Hieu_val', 'agent_NA', 'agent_NhatMinh', 'agent_Thu_Trang']","[17, 11, 8, 3]"
"['agent_NhatMinh', 'agent_NA', 'agent_Hieu_val', 'agent_TongMinh']","[18, 14, 12, 6]"
"['agent_NA', 'agent_Hieu_val', 'agent_xung', 'agent_NhatMinh']","[15, 10, 7, 6]"
"['agent_NhatMinh', 'agent_NA', 'Dat', 'agent_Hieu_val']","[16, 11, 8, 6]"
"['agent_NA', 'agent_Hieu_val', 'agent_NhatMinh', 'longlee']","[16, 14, 8, 4]"
"['agent_Hieu_val', 'phi', 'agent_NhatMinh', 'agent_NA']","[15, 11, 8, 6]"
"['agent_Hieu_val', 'agent_NA', 'Trang9PM_1905', 'agent_NhatMinh']","[15, 11, 7, 3]"
"['agent_NA', 'agent_Hieu_val', 'agent_NhatMinh', 'Trangold']","[15, 7, 5, 5]"
"['agent_NA', 'agent_Hieu_val', 'Viet_Anh', 'agent_NhatMinh']","[15, 9, 9, 7]"
"['agent_NA', 'agent_Phong', 'agent_Hieu_val', 'agent_random']","[15, 11, 5, 0]"
"['agent_Hieu_val', 'agent_NA', 'agent_Phong', 'agent_Thu_Trang']","[15, 14, 10, 6]"
"['agent_NA', 'agent_Phong', 'agent_Hieu_val', 'agent_TongMinh']","[15, 9, 4, 4]"
"['agent_Hieu_val', 'agent_NA', 'agent_Phong', 'agent_xung']","[15, 14, 13, 12]"
"['agent_NA', 'agent_Phong', 'agent_Hieu_val', 'Dat']","[15, 13, 6, 0]"
"['agent_NA', 'agent_Hieu_val', 'agent_Phong', 'longlee']","[15, 13, 13, 7]"
"['agent_Hieu_val', 'agent_Phong', 'phi', 'agent_NA']","[19, 16, 14, 13]"
"['Trang9PM_1905', 'agent_NA', 'agent_Hieu_val', 'agent_Phong']","[16, 15, 8, 7]"
"['agent_NA', 'agent_Hieu_val', 'agent_Phong', 'Trangold']","[15, 8, 7, 3]"
"['agent_NA', 'agent_Hieu_val', 'agent_Phong', 'Viet_Anh']","[16, 9, 8, 2]"
"['agent_NA', 'agent_Thu_Trang', 'agent_Hieu_val', 'agent_random']","[16, 14, 13, 0]"
"['agent_TongMinh', 'agent_Hieu_val', 'agent_NA', 'agent_random']","[16, 9, 8, 2]"
"['agent_Hieu_val', 'agent_NA', 'agent_xung', 'agent_random']","[22, 12, 7, 0]"
"['agent_Hieu_val', 'agent_NA', 'Dat', 'agent_random']","[15, 11, 2, 0]"
"['agent_NA', 'agent_Hieu_val', 'agent_random', 'longlee']","[17, 9, 4, 1]"
"['agent_NA', 'phi', 'agent_Hieu_val', 'agent_random']","[15, 11, 9, 1]"
"['agent_Hieu_val', 'agent_NA', 'Trang9PM_1905', 'agent_random']","[16, 12, 6, 3]"
"['agent_NA', 'agent_Hieu_val', 'Trangold', 'agent_random']","[15, 8, 5, 4]"
"['agent_Hieu_val', 'Viet_Anh', 'agent_NA', 'agent_random']","[15, 15, 10, 1]"
"['agent_Thu_Trang', 'agent_NA', 'agent_Hieu_val', 'agent_TongMinh']","[17, 15, 13, 9]"
"['agent_Thu_Trang', 'agent_NA', 'agent_Hieu_val', 'agent_xung']","[18, 11, 8, 8]"
"['agent_NA', 'agent_Hieu_val', 'Dat', 'agent_Thu_Trang']","[17, 14, 14, 13]"
"['agent_Hieu_val', 'agent_NA', 'agent_Thu_Trang', 'longlee']","[17, 14, 6, 3]"
"['agent_Hieu_val', 'agent_NA', 'agent_Thu_Trang', 'phi']","[15, 13, 12, 6]"
"['agent_Hieu_val', 'agent_Thu_Trang', 'agent_NA', 'Trang9PM_1905']","[18, 13, 6, 6]"
"['agent_Hieu_val', 'agent_NA', 'agent_Thu_Trang', 'Trangold']","[17, 11, 10, 7]"
"['agent_NA', 'agent_Hieu_val', 'agent_Thu_Trang', 'Viet_Anh']","[15, 10, 6, 1]"
"['agent_TongMinh', 'agent_NA', 'agent_Hieu_val', 'agent_xung']","[15, 14, 10, 6]"
"['agent_Hieu_val', 'agent_NA', 'agent_TongMinh', 'Dat']","[15, 12, 9, 5]"
"['agent_NA', 'agent_TongMinh', 'agent_Hieu_val', 'longlee']","[15, 7, 5, 2]"
"['agent_Hieu_val', 'agent_NA', 'agent_TongMinh', 'phi']","[16, 13, 12, 7]"
"['agent_TongMinh', 'agent_NA', 'Trang9PM_1905', 'agent_Hieu_val']","[16, 10, 10, 6]"
"['agent_Hieu_val', 'agent_NA', 'agent_TongMinh', 'Trangold']","[19, 14, 11, 6]"
"['agent_NA', 'agent_TongMinh', 'agent_Hieu_val', 'Viet_Anh']","[15, 7, 6, 3]"
"['agent_NA', 'agent_Hieu_val', 'agent_xung', 'Dat']","[16, 10, 5, 2]"
"['longlee', 'agent_Hieu_val', 'agent_NA', 'agent_xung']","[16, 13, 13, 10]"
"['agent_NA', 'agent_Hieu_val', 'phi', 'agent_xung']","[16, 6, 5, 3]"
"['agent_Hieu_val', 'agent_NA', 'agent_xung', 'Trang9PM_1905']","[16, 8, 6, 3]"
"['Trangold', 'agent_NA', 'agent_xung', 'agent_Hieu_val']","[15, 13, 9, 2]"
"['Viet_Anh', 'agent_NA', 'agent_xung', 'agent_Hieu_val']","[16, 15, 11, 8]"
"['agent_Hieu_val', 'agent_NA', 'Dat', 'longlee']","[15, 11, 2, 1]"
"['agent_Hieu_val', 'agent_NA', 'phi', 'Dat']","[17, 11, 10, 4]"
"['agent_Hieu_val', 'agent_NA', 'Dat', 'Trang9PM_1905']","[15, 11, 9, 4]"
"['agent_NA', 'agent_Hieu_val', 'Trangold', 'Dat']","[16, 10, 7, 5]"
"['agent_NA', 'Viet_Anh', 'agent_Hieu_val', 'Dat']","[16, 8, 5, 1]"
"['agent_NA', 'agent_Hieu_val', 'longlee', 'phi']","[16, 5, 4, 1]"
"['agent_Hieu_val', 'agent_NA', 'Trang9PM_1905', 'longlee']","[18, 12, 3, 2]"
"['agent_Hieu_val', 'agent_NA', 'longlee', 'Trangold']","[17, 12, 3, 3]"
"['agent_Hieu_val', 'Viet_Anh', 'agent_NA', 'longlee']","[15, 15, 14, 8]"
"['agent_Hieu_val', 'Trang9PM_1905', 'agent_NA', 'phi']","[15, 13, 12, 11]"
"['agent_Hieu_val', 'agent_NA', 'Trangold', 'phi']","[15, 11, 10, 1]"
"['agent_NA', 'agent_Hieu_val', 'phi', 'Viet_Anh']","[16, 9, 8, 2]"
"['Trang9PM_1905', 'agent_NA', 'agent_Hieu_val', 'Trangold']","[15, 11, 9, 6]"
"['agent_Hieu_val', 'Trang9PM_1905', 'Viet_Anh', 'agent_NA']","[19, 13, 11, 10]"
"['agent_Hieu_val', 'agent_NA', 'Viet_Anh', 'Trangold']","[19, 13, 8, 4]"
"['agent_NhatMinh', 'agent_Phong', 'agent_Hieu_val', 'agent_random']","[15, 11, 8, 1]"
"['agent_Hieu_val', 'agent_NhatMinh', 'agent_Thu_Trang', 'agent_Phong']","[16, 12, 12, 10]"
"['agent_Phong', 'agent_TongMinh', 'agent_NhatMinh', 'agent_Hieu_val']","[16, 14, 9, 7]"
"['agent_NhatMinh', 'agent_Phong', 'agent_Hieu_val', 'agent_xung']","[15, 14, 13, 12]"
"['agent_Phong', 'agent_Hieu_val', 'agent_NhatMinh', 'Dat']","[16, 15, 13, 6]"
"['longlee', 'agent_NhatMinh', 'agent_Phong', 'agent_Hieu_val']","[16, 12, 11, 9]"
"['agent_Hieu_val', 'agent_NhatMinh', 'phi', 'agent_Phong']","[16, 11, 11, 9]"
"['agent_Hieu_val', 'agent_Phong', 'agent_NhatMinh', 'Trang9PM_1905']","[15, 14, 12, 9]"
"['agent_NhatMinh', 'agent_Phong', 'Trangold', 'agent_Hieu_val']","[17, 8, 5, 4]"
"['agent_Hieu_val', 'agent_Phong', 'Viet_Anh', 'agent_NhatMinh']","[18, 13, 9, 8]"
"['agent_NhatMinh', 'agent_Hieu_val', 'agent_Thu_Trang', 'agent_random']","[20, 14, 5, 3]"
"['agent_Hieu_val', 'agent_NhatMinh', 'agent_random', 'agent_TongMinh']","[17, 7, 2, 0]"
"['agent_NhatMinh', 'agent_xung', 'agent_Hieu_val', 'agent_random']","[17, 9, 6, 1]"
"['agent_Hieu_val', 'agent_NhatMinh', 'agent_random', 'Dat']","[15, 7, 4, 3]"
"['agent_NhatMinh', 'longlee', 'agent_random', 'agent_Hieu_val']","[17, 9, 8, 7]"
"['agent_NhatMinh', 'agent_Hieu_val', 'phi', 'agent_random']","[15, 12, 10, 4]"
"['agent_Hieu_val', 'agent_NhatMinh', 'Trang9PM_1905', 'agent_random']","[17, 9, 8, 2]"
"['agent_Hieu_val', 'agent_NhatMinh', 'Trangold', 'agent_random']","[17, 7, 7, 1]"
"['agent_Hieu_val', 'agent_NhatMinh', 'Viet_Anh', 'agent_random']","[15, 11, 9, 8]"
"['agent_NhatMinh', 'agent_TongMinh', 'agent_Thu_Trang', 'agent_Hieu_val']","[17, 14, 8, 6]"
